serial_no,height,fold,temp_2023,temp_2022,temp_2021,temp_avg,Pop_500,Green_400,Ag_500,Trans_5000,Resi_100,Comm_400,Ind_1100,Cul_2500,Pub_4700,GFA_5000,BCR,SD_H,Altitude,Slope,Longitude,Latitude,Solar_radi
V02Q1940179,3.8,11.0,27.5852832892,26.8042827234,27.5940024944,27.327856169,29523,35225,0,6615900,21175,32225,0,54300,1273650,72953000.0,43.5009994507,3.58772993088,22.7091007233,2.87483000755,126.8476199,37.54386703,496.276000977
V02Q1940162,3.4,7.0,27.7002513228,26.9796014634,27.8771242877,27.518992358,34763,0,0,6372100,33800,44500,0,46475,1075300,81952700.0,42.4006996155,11.5417003632,11.8365001678,1.1610699892,126.8405692,37.53059931,501.847991943
V02Q1940182,3.5,5.0,27.9474250441,27.2503302947,28.1159659091,27.771240416,30592,0,0,6198150,44900,38575,0,85175,1047775,89555400.0,49.7234992981,4.936439991,18.3554992676,3.71831011772,126.8553371,37.53237894,502.571014404
V02Q1940167,4.2,15.0,27.4504828042,26.7720009851,27.57496337,27.2658157198,30779,0,0,6928225,24425,30900,0,63225,1217100,66442300.0,30.799200058,10.0061998367,18.097700119,0.624231994152,126.8358435,37.54481973,500.026000977
V02Q1940173,3.6,9.0,27.4888238536,26.3007673962,27.5014577398,27.0970163299,27835,0,0,6180575,34525,80700,0,81850,1029900,90476600.0,42.6038017273,5.10985994339,16.2084999084,3.50574994087,126.8610668,37.53400973,502.916992188
V02Q1940187,3.5,20.0,27.3738944004,26.7304366004,27.426332672,27.1768878909,21253,39400,0,7035875,3225,74225,0,48475,1410000,70562700.0,31.8202991486,7.1596698761,9.90882968903,0.389344006777,126.85136,37.55295757,498.084991455
V02Q1940193,3.4,1.0,27.4350231481,26.7742874564,27.5934973668,27.2676026571,28359,0,0,6311575,41775,52800,0,50300,1082250,87454400.0,51.1002006531,3.24398994446,15.3020000458,3.24080991745,126.8499429,37.5311064,502.278991699
V02Q1940113,3.5,10.0,27.1197652116,26.3879219238,27.2033514788,26.9036795381,17448,208650,0,5679925,17525,0,3975,81450,1322400,85043900.0,26.2597999573,0.0,11.7225999832,2.0437400341,126.8741754,37.55450397,496.790985107
V02Q1940189,3.7,10.0,25.8815923043,25.4475343484,26.0950044092,25.8080436873,17060,259475,0,6184300,6750,0,0,70825,1228275,79376200.0,27.1504993439,0.0,47.4553985596,4.37825012207,126.8515917,37.54175046,497.736999512
V02Q1940346,3.3,4.0,27.2523115079,26.5503418418,27.2969510813,27.033201477,31265,0,0,6639075,29600,29650,0,48300,1102375,76663800.0,43.668800354,4.28970003128,13.9884996414,0.731526017189,126.8379965,37.53438349,499.660003662
V02Q1940103,3.4,12.0,25.7961870845,25.3993613948,25.8484822276,25.681343569,7764,202575,3475,7143325,11250,6275,0,25525,1132800,33551200.0,8.51373958588,12.2564001083,19.972700119,6.06346988678,126.8184922,37.57904271,500.282012939
V02Q1940181,3.5,5.0,26.6969797178,26.4546513672,27.3687745511,26.840135212,32582,0,0,6220200,27125,34750,0,50650,1097800,85204000.0,44.6489982605,5.74082994461,8.99682998657,0.0433625988662,126.843082,37.52757708,498.776000977
V02Q1940072,3.8,5.0,26.9572574956,26.8140956189,27.5924100783,27.1212543976,18050,189675,0,6963775,23750,23300,0,48475,1362025,67072600.0,25.2127990723,6.54846000671,29.4778003693,6.11044979095,126.8458607,37.55183644,498.802001953
OC3CL200082,3.7,12.0,25.9779508377,24.8920331366,25.7396336765,25.536539217,1049,162050,46325,6573575,20050,47275,0,29350,1100850,23865300.0,30.9060993195,1.20605003834,17.9911994934,7.94179010391,126.7999832,37.58013454,502.520996094
OC3CL200181,3.4,1.0,26.1027029915,25.1452584453,26.0191137566,25.7556917311,22741,54425,0,6705600,35175,22200,67475,46650,1346925,60590400.0,18.2880001068,0.0,10.7006998062,0.0378822982311,126.8534306,37.56474481,499.627990723
OC3CL200183,3.5,4.0,27.0355080722,26.073102191,25.9430798368,26.3505633667,29075,38575,0,5775575,5400,27725,3975,65675,1390075,84341600.0,25.8945999146,4.24264001846,12.7902002335,0.902077972889,126.8711211,37.55351048,499.433990479
OC3CL200087,4.1,12.0,26.75653663,25.6066101106,26.0254522522,26.1295329976,20203,46000,11300,6645075,20175,41825,0,58675,1163425,54499800.0,2.71906995773,0.0,9.47916984558,0.069524101913,126.8266133,37.55546881,498.519989014
OC3CL200027,3.9,10.0,26.4639197531,25.6398354757,26.322936991,26.1422307399,8301,19550,0,6814225,0,120950,0,60225,1171525,55118100.0,38.8115997314,0.0,9.00374984741,0.0154210999608,126.8360833,37.55904218,498.628997803
OC3CL200046,3.6,8.0,26.7517236467,25.953764245,26.4862781933,26.3972553617,26588,14050,0,6699850,13050,57975,26575,47275,1405975,65391600.0,22.9580993652,20.5669994354,9.12252998352,0.325363993645,126.8547068,37.56053576,499.069000244
OC3CL200172,3.7,13.0,26.7457568512,26.1627408086,27.6997521961,26.8694166186,37465,5100,0,6342250,23200,24475,0,44550,1059800,83846700.0,60.679599762,3.19053006172,14.741900444,1.74522995949,126.8463106,37.53273493,500.442993164
OC3CL200188,5.9,4.0,25.8017832168,25.1162421992,25.6417449063,25.5199234408,23932,9400,0,6628650,6300,12925,0,34500,1122125,39404300.0,23.5011005402,12.8159999847,13.0141000748,1.72669994831,126.816375,37.56735274,499.069000244
V02Q1940549,3.1,11.0,27.0830478395,26.340622464,27.1046984805,26.8427895947,21080,101575,0,4641700,50000,14800,0,48000,1507125,86253500.0,45.8244018555,3.34502005577,58.5724983215,6.31412982941,126.9221587,37.47563756,500.144989014
V02Q1940510,3.9,14.0,26.259781746,25.5018054553,25.9951818282,25.9189230099,24176,142700,0,4768875,4425,0,0,65925,1420725,81524400.0,2.30527997017,0.0,107.200996399,4.66372013092,126.9452685,37.49267131,509.734985352
V02Q1940669,3.5,5.0,27.2844742063,26.5812182879,27.0997637085,26.9884854009,21079,17075,0,3640975,0,107975,0,67525,1244775,60607600.0,16.5615005493,9.31499958038,23.1173000336,1.44830000401,126.9801351,37.4764274,495.989013672
V02Q1940555,3.7,11.0,27.5896593915,26.9442107738,27.5569098032,27.3635933228,32814,2475,0,3883225,25975,14775,0,88575,1388550,74423100.0,36.2743988037,4.7376499176,34.8871002197,1.86335003376,126.9474934,37.48547764,503.252990723
V02Q1940260,3.8,5.0,26.2472707231,25.6586636049,26.088497151,25.9981438263,14694,287200,2800,2820850,16675,2250,0,70850,1174925,60718300.0,38.5755004883,3.16648006439,91.5903015137,9.6964597702,126.9398992,37.46485258,479.57699585
V02Q1940538,3.6,2.0,27.7743922127,27.0364475108,27.9559211776,27.5889203004,28574,17975,0,4635725,19700,46750,0,77275,1494925,88246400.0,35.4411010742,3.79979991913,24.2880992889,1.06287002563,126.936066,37.48627768,500.109008789
V02Q1940532,3.5,16.0,27.3142138957,26.6046797878,27.2172260802,27.0453732546,22662,49750,0,4078025,36150,0,0,46375,1423250,79025500.0,47.9090995789,2.66131997108,35.8143997192,4.42819976807,126.9217951,37.47072788,497.906005859
V02Q1940666,3.0,3.0,26.6324624373,25.939644129,26.5306375877,26.3675813847,18581,185200,0,2675075,48175,2925,0,49800,1142250,51702500.0,43.3345985413,3.39222002029,90.4028015137,6.70973014832,126.9679543,37.47047152,490.020996094
V02Q1940701,3.0,18.0,27.3110130071,26.6279774624,27.2366296512,27.0585400402,27679,73725,0,4536600,18850,30925,0,50675,1510225,84924100.0,40.0521011353,5.55878019333,25.801399231,1.20999002457,126.9176609,37.47373839,498.359008789
V02Q1940440,3.7,3.0,27.6757571055,26.8838807489,27.6527355014,27.4041244519,26919,5000,0,4886300,17475,52750,0,53675,1519575,92332600.0,24.0557994843,4.59885978699,23.6418991089,0.437842994928,126.927561,37.48169168,498.988006592
V02Q1940652,3.7,13.0,27.6520171958,26.9598652659,27.8565698923,27.489484118,16985,10425,0,5419500,6825,121550,10275,66075,1212000,103062000.0,14.511300087,5.76690006256,14.0612001419,0.291345000267,126.9025203,37.48370843,497.740997314
V02Q1940445,3.2,18.0,27.1648070988,26.4724655823,27.2268819067,26.9547181959,25675,32900,0,4482775,38075,7075,0,82150,1506825,86191200.0,35.5461997986,13.9802999496,41.1455001831,4.96197986603,126.9323552,37.48039207,498.933990479
V02Q1940692,4.0,6.0,26.9737533069,26.148789089,26.8486378745,26.6570600901,21258,210875,0,4738925,28125,0,0,84525,1453275,83438400.0,45.2999000549,3.07778000832,104.361000061,10.3009996414,126.9414301,37.49049222,509.824005127
V02Q1940673,3.4,20.0,27.4459953704,26.7245284731,27.5679076094,27.2461438176,20619,62600,0,5615550,49050,15175,0,63025,1587925,101684000.0,45.0600013733,3.32452011108,16.6065006256,0.74181997776,126.9182374,37.4879962,499.257995605
V02Q1940468,3.2,8.0,27.0641927825,26.4629048035,27.0191222589,26.8487399483,26660,73450,0,3684775,36225,41675,0,92175,1362050,66385500.0,24.5771999359,0.0,79.3116989136,8.83765983582,126.9594576,37.48432967,495.016998291
V02Q1940465,3.8,18.0,26.9456867284,26.2797462645,26.7092371903,26.6448900611,22261,59450,0,2842550,22750,47450,0,76900,1292975,65895700.0,31.114200592,3.96902990341,56.067199707,4.00094985962,126.9400472,37.46851957,492.359008789
V02Q1940682,4.1,20.0,25.4254265873,24.6905327466,25.0652904541,25.060416596,13142,272525,16325,3507575,6325,0,0,55550,1220725,66314400.0,1.65297996998,0.0,134.755004883,10.0277996063,126.9244554,37.46188726,486.158996582
V02Q1940683,3.6,14.0,26.3295549281,25.7480084961,26.247828622,26.1084640154,14567,173350,925,3705325,7750,3275,0,38225,1255975,67677300.0,13.0657997131,17.7989006042,72.0763015747,7.14111995697,126.9191588,37.46211823,487.514007568
V02Q1940462,4.4,16.0,27.8302292769,26.9684861512,27.4669698049,27.4218950777,21952,44575,0,5519475,16325,19650,0,58625,1573500,98844300.0,40.3599014282,4.91205978394,19.0548000336,0.414591014385,126.9223696,37.48937978,499.579986572
V02Q1940269,3.9,17.0,26.8383994709,26.2928098522,26.8196551519,26.6502881583,20799,43750,3900,3599225,3825,84950,0,72575,1415050,75189600.0,33.8405990601,1.7103600502,41.9416007996,1.34063005447,126.9331557,37.47174062,498.338989258
OC3CL200028,3.9,16.0,27.2169632682,26.3794090015,26.8035443646,26.7999722114,30416,5300,2575,3155625,18575,80800,0,62100,1307375,62818200.0,43.5643005371,18.7315006256,35.3217010498,2.31400990486,126.9537097,37.47915422,496.592987061
V02Q1940681,3.7,20.0,27.8513142086,26.8091258818,28.1624224618,27.6076208507,27949,17625,0,3284500,35500,10150,0,69100,1193375,57937900.0,27.2304000854,7.74596977234,45.2751998901,5.04916000366,126.9735982,37.47559625,497.222991943
V02Q1940884,3.9,11.0,27.543864808,27.1591799443,28.1045262454,27.6025236659,28415,5750,0,5253025,27025,99700,0,56975,1495750,95572700.0,45.1571006775,6.89341020584,19.9801006317,0.405775010586,126.9271244,37.48739741,499.204986572
V02Q1940558,3.1,11.0,27.3822332451,26.6077578517,27.183785046,27.0579253809,32296,14625,2575,3327500,23200,61900,0,83200,1328250,67439600.0,37.873298645,8.900639534,33.2885017395,2.24564003944,126.9474737,37.47970435,496.149993896
V02Q1940557,3.3,20.0,26.666430776,26.271890319,26.7762965661,26.5715392204,18482,38675,10650,3490550,15125,76450,0,68575,1373225,73195600.0,47.516998291,0.294735997915,43.4258995056,1.05230998993,126.9316363,37.46927712,495.29800415
V02Q1940694,3.5,8.0,27.4401940035,26.7369534324,27.3457232043,27.1742902134,29662,22700,0,3558925,40150,35400,0,82700,1372100,72658000.0,45.4301986694,4.63141012192,33.6086006165,5.59063005447,126.9427081,37.48024081,494.890014648
V02Q1940493,3.5,15.0,28.1387533069,27.2105789427,27.7577047721,27.7023456739,32496,3625,0,4365275,31000,9700,0,98950,1427975,81620100.0,45.7472991943,4.4761300087,31.295999527,8.57783985138,126.9420381,37.48706543,506.17199707
V02Q1940458,3.7,20.0,26.6565515195,26.1031200667,26.415674264,26.39178195,20901,87325,0,2938900,16900,42400,0,62100,1305675,57415800.0,32.0840988159,3.06731009483,46.3689994812,6.75479984283,126.9577757,37.47642155,491.233001709
V02Q1940704,3.9,9.0,26.6561563051,26.0614224664,26.6164938919,26.4446908878,12204,211150,925,3821675,21100,3275,0,35600,1312425,68823100.0,38.4403991699,3.58111000061,56.9589004517,4.9785399437,126.9180757,37.4632734,496.050994873
V02Q1940660,2.8,19.0,27.4077022283,26.7510947463,27.5734075261,27.2440681669,30329,8375,0,5361075,25800,6425,0,60350,1545625,97656600.0,44.4771995544,3.30413007736,19.244600296,1.11676001549,126.923453,37.48712943,498.779998779
V02Q1940685,3.4,12.0,27.4259204145,26.5991241012,27.0780767882,27.034373768,20491,76850,0,4956875,18075,13875,0,43925,1604525,91540800.0,19.6581001282,4.90004014969,22.3222999573,2.87742996216,126.9162619,37.47839602,501.166992188
V02Q1940548,3.2,7.0,27.8144819224,27.3296422636,27.8542456078,27.6661232646,30324,11250,0,5403550,47825,28100,0,61050,1514325,95991500.0,52.7724990845,2.27806997299,26.8286991119,4.68443012238,126.930777,37.49124583,503.277008057
V02Q1940561,2.8,6.0,27.7396866097,26.9324544668,27.8564109964,27.5095173576,26728,2400,0,5473425,29675,25975,0,58000,1634725,100574000.0,49.8664016724,3.27022004128,17.1270999908,1.11127996445,126.918737,37.48519319,498.114013672
V02Q1940425,2.8,8.0,27.7523765432,27.0134360778,27.8679549232,27.5445891814,30156,0,0,4968600,18775,74500,0,66325,1502475,90903600.0,45.2713012695,7.26663017273,22.1074008942,1.12001001835,126.9330533,37.486421,499.42098999
V02Q1940272,3.6,15.0,27.2130544533,26.6350894707,27.0811417749,26.9764285663,24353,51000,2200,3269000,23950,51825,0,83425,1300050,59192700.0,29.8106002808,5.05454015732,45.0994987488,5.08002996445,126.9612446,37.47883954,504.569000244
V02Q1940676,3.6,20.0,25.244047619,24.6790269299,25.0901487633,25.0044077707,14161,291925,7350,3440950,11225,0,0,37950,1164350,62390300.0,0.0,0.0,157.731994629,16.5965003967,126.9225194,37.4588853,493.822998047
V02Q1940550,3.9,20.0,27.2390255732,26.3731046114,27.1360677555,26.9160659801,34877,2475,0,3908400,35400,16775,0,67000,1379175,71969100.0,24.6769008636,13.9104003906,66.2132034302,5.89575004578,126.9514941,37.48634806,507.734985352
V02Q1940517,3.2,7.0,28.5879199735,28.0617731651,28.4263174017,28.3586701801,26692,4025,0,4974650,19200,63500,0,53675,1527650,93747500.0,47.7123985291,2.81550002098,23.6418991089,0.354755997658,126.9264971,37.48248622,499.00201416
V02Q1940657,3.3,17.0,26.9126521164,26.1541123152,26.8857755979,26.6508466765,31453,22725,0,4430475,24575,3575,0,53625,1399850,77781700.0,8.88214969635,1.7650500536,51.5415992737,5.27750015259,126.9478324,37.48976067,505.12399292
V02Q1940591,3.6,12.0,26.8095866402,26.4401938339,26.8757380698,26.7085061813,30756,43875,2575,3243475,24100,63300,0,79950,1290700,66057800.0,36.7943000793,3.93987011909,44.9836006165,3.49236989021,126.9492525,37.47891044,492.218994141
OC3CL200189,3.0,2.0,26.4140489757,25.5101810304,26.1886444124,26.0376248062,24134,117825,0,4730275,36075,9525,0,55250,1504800,90346700.0,46.043598175,3.17767000198,23.4321994781,5.38852977753,126.9265235,37.47906596,487.740997314
V02Q1940677,3.7,10.0,27.6120383089,26.1792802028,27.3043635608,27.0318940242,20615,16025,0,5506950,5450,18825,8100,67925,1400250,105688000.0,9.32217979431,8.48528003693,13.9320001602,0.332338988781,126.9070348,37.48458746,498.162994385
V02Q1940633,3.2,19.0,26.6148886684,26.0289105956,26.4989684775,26.3809225805,20291,79550,0,3064475,17600,36200,0,76900,1339275,66933400.0,27.1215991974,5.07937002182,47.5199012756,5.7295999527,126.9409596,37.47051139,503.790985107
V02Q1940663,3.7,8.0,27.1573247354,26.4648462726,26.8223094113,26.8148268064,21834,43175,0,3371825,24350,50800,0,71350,1215100,58232200.0,49.1114997864,4.0173997879,26.4528999329,4.05226993561,126.9777859,37.47474727,493.178009033
V02Q1940625,3.0,7.0,27.3801499118,26.536233296,27.3022901019,27.0728911032,31402,22225,0,4341600,43525,7400,0,81425,1413550,72977700.0,42.6321983337,1.76777005196,82.8805999756,8.00516986847,126.9587047,37.49069882,509.180999756
V02Q1940671,3.0,8.0,26.3176036155,25.6017449295,25.9442345078,25.9545276842,13121,297600,15800,3493050,11675,0,0,55550,1296100,68319100.0,16.6091003418,2.68327999115,83.1740036011,8.48073005676,126.9256905,37.46377035,486.071990967
V02Q1940552,3.7,14.0,27.2347067901,26.4285090218,27.0711224694,26.9114460938,21884,39375,0,4842975,43925,35075,0,46600,1569175,88681000.0,28.7777996063,4.37492990494,22.3488006592,0.519913971424,126.9156696,37.47639433,498.959991455
V02Q1940675,3.6,10.0,27.0179343034,26.3074358974,26.9630283066,26.7627995025,26217,50925,0,3575275,31225,4400,0,81575,1413150,74620600.0,22.7702007294,4.27345991135,62.4019012451,5.32398986816,126.9395729,37.47827679,504.37701416
V02Q1940674,3.5,15.0,27.2260626102,26.4390642382,27.1459381745,26.9370216743,28343,30475,0,2801275,36775,42850,0,78000,1161950,54513700.0,50.9370002747,3.39342999458,53.7556991577,2.35387992859,126.9652601,37.47480843,498.385986328
V02Q1940560,3.4,7.0,27.8804530423,26.9086580009,27.4807127094,27.4232745842,26479,96900,0,4587300,17425,0,0,78650,1431875,74034400.0,20.6909008026,17.3204994202,103.878997803,3.75264000893,126.9563107,37.49247703,501.886993408
V02Q1940452,3.5,20.0,27.1240902693,26.432471325,27.7742508418,27.110270812,28343,18650,2575,3312250,34175,27075,0,81375,1332050,70491200.0,18.3012008667,20.2063999176,53.2868003845,4.62763023376,126.9444627,37.47889253,491.667999268
V02Q1940512,3.5,1.0,27.2380852327,26.673890207,27.0592183048,26.9903979148,26832,11325,3900,3765925,39900,20900,0,83300,1472150,77156300.0,38.9706001282,2.42280006409,48.3865013123,3.82526993752,126.9348911,37.47556168,501.977996826
V02Q1940446,3.4,18.0,27.317917769,26.6090468097,27.1424080819,27.0231242202,32042,0,2575,3274200,2875,101975,0,62100,1325350,63720000.0,35.2510986328,17.8041000366,34.7835998535,0.372714012861,126.9532678,37.48043211,499.62600708
V02Q1940667,3.8,11.0,27.6058950617,26.852370947,27.7699516803,27.4094058963,27535,28025,0,5499700,17200,67200,0,58625,1539650,97299100.0,29.1499004364,3.64527988434,27.5116004944,5.54172992706,126.9269739,37.49265835,503.868011475
V02Q1940537,3.7,14.0,26.4937466931,26.0763432401,26.251383547,26.2738244934,15571,187225,2575,2840825,22125,2400,0,62100,1265600,58417600.0,28.4412002563,24.1247005463,57.1428985596,4.4483499527,126.952494,37.47564681,492.898986816
V02Q1940533,3.3,16.0,28.6398686293,27.2661362557,28.116860755,28.00762188,22106,6550,0,5447825,42550,61175,8100,67275,1456100,101827000.0,45.2652015686,4.19032001495,16.579000473,1.13634002209,126.9079688,37.48305759,497.618011475
V02Q1940202,0.0,9.0,27.577771164,26.718257568,27.6175784015,27.3045357112,24147,0,0,4719275,29975,56775,0,121850,1645350,77077500.0,49.952999115,4.54312992096,23.3218994141,1.28961002827,127.0795379,37.56011938,500.503997803
V02Q1940280,3.5,2.0,27.6315762787,26.8396804738,27.9603257468,27.4771941664,25325,0,0,4467550,26300,41075,0,103925,1632250,74513000.0,44.4081001282,4.06873989105,19.821100235,1.60214996338,127.0850326,37.56197559,500.561004639
V02Q1940209,4.4,4.0,28.2376653439,26.4148615351,27.6674724581,27.439999779,26484,66625,0,4507450,45525,26875,0,109300,1525650,75824500.0,41.1567993164,3.86082005501,28.5135993958,2.66401004791,127.0901207,37.55902487,501.49899292
V02Q1940305,3.9,19.0,29.1252303792,26.7608851565,27.6509158357,27.8456771238,16587,121450,0,5281125,39025,21925,0,125975,1612250,83109800.0,44.8995018005,3.18992996216,21.4239997864,2.28003001213,127.0805438,37.55314962,496.485992432
V02Q1940327,3.2,15.0,28.1389561287,27.3004201508,28.1135401019,27.8509721272,26595,6225,0,5520450,41425,8025,0,108025,1428925,87576800.0,45.9207992554,3.83784008026,19.7120990753,1.10152995586,127.0851136,37.54225653,499.850006104
