serial_no,height,fold,temp_2023,temp_2022,temp_2021,temp_avg,Pop_500,Green_400,Ag_500,Trans_5000,Resi_100,Comm_400,Ind_1100,Cul_2500,Pub_4700,GFA_5000,BCR,SD_H,Altitude,Slope,Longitude,Latitude,Solar_radi
V02Q1940631,3.4,12.0,27.3394664903,26.68977921,27.6320251662,27.2204236222,25998,8825,0,5917425,26975,41950,0,112575,1434525,86612900.0,28.3068008423,4.43675994873,66.8408966064,3.35260009766,126.9485265,37.55647074,502.963012695
V02Q1940723,2.9,5.0,27.4555496201,26.7820477773,27.5502772922,27.2626248965,7505,975,0,6481750,5800,158600,0,66175,1420975,93003200.0,26.3108005524,4.73025989532,22.9937992096,1.68546998501,126.9235272,37.55227897,500.277008057
V02Q1940288,3.6,9.0,27.4979133598,26.7925380098,27.5909441639,27.2937985112,18572,65825,0,6387725,7000,9900,0,86700,1465550,94861100.0,26.6340999603,3.90006995201,11.9436998367,1.81210005283,126.9341213,37.54395677,499.799987793
V02Q1940626,3.2,13.0,27.8109115961,27.117222307,27.8497915048,27.5926418026,9629,0,0,6554350,9225,190450,0,64800,1463250,93893100.0,31.7271995544,4.6849398613,17.0799007416,1.82949995995,126.9211923,37.55065466,501.691986084
V02Q1940653,3.0,16.0,27.9875529101,27.2352605651,27.9732337531,27.7320157427,17118,30950,0,6534875,16175,91975,0,61275,1409800,93170400.0,38.2895011902,7.48331022263,15.3992996216,2.71795010567,126.934626,37.55310607,499.152008057
V02Q1940442,4.0,13.0,28.087461335,27.0207827049,27.9025555771,27.670266539,29457,0,0,5936975,31050,23075,0,80925,1343225,88645300.0,34.4608001709,3.62882995605,8.88407039642,0.364477992058,126.9029616,37.55753805,499.523986816
V02Q1940688,3.1,4.0,28.3839406966,27.1130294397,27.9873894393,27.8281198585,16181,15700,0,5218225,36175,20575,0,106550,1346225,82385000.0,21.6604995728,5.17557001114,14.4693002701,0.388954997063,126.9148609,37.56552044,500.080993652
V02Q1940684,3.6,4.0,28.1128317901,27.2433352835,27.876961372,27.7443761485,19663,30325,0,6207850,11875,74575,0,63575,1449775,95562200.0,24.8153991699,5.33051013947,8.03962039948,1.01490998268,126.9438638,37.54021108,499.845001221
V02Q1940583,3.1,20.0,28.2617888798,26.8409459368,27.5133451271,27.5386933146,9769,195725,0,6667000,11250,3550,0,63425,1435575,96206100.0,29.3313999176,7.1983499527,20.3418998718,3.38385009766,126.9233909,37.54520551,503.282989502
V02Q1940579,3.8,5.0,26.9633068783,26.3585342667,27.1496794872,26.8238402107,16050,79225,0,5824800,24900,0,0,88700,1320275,85493800.0,15.1452999115,15.6843996048,7.44919013977,0.851625025272,126.8976687,37.55962932,500.036987305
V02Q1940646,3.6,1.0,27.2964109347,26.7017303453,27.5749894396,27.1910435732,10592,92825,0,6341725,26250,53925,0,58050,1429025,94356800.0,32.8569984436,9.50788974762,14.6850004196,0.14298799634,126.9113269,37.54767426,499.246002197
V02Q1940621,4.0,5.0,27.8597189153,27.1315563911,27.8953290922,27.6288681329,8172,108625,0,6396375,41775,42800,0,61500,1483100,95870700.0,43.9137001038,4.90420007706,15.8633003235,1.46050000191,126.9142464,37.54674236,500.558013916
V02Q1940450,3.5,18.0,27.9573236332,27.3170234087,28.0295583236,27.7679684552,15607,19475,0,5269925,49550,5300,0,120100,1384425,82751700.0,40.9384002686,4.09533977509,13.1962995529,0.46615499258,126.9177741,37.56548077,500.145996094
V02Q1940576,3.3,14.0,27.5511078042,26.8554094748,27.6607401472,27.3557524754,8549,46900,0,4307925,0,34450,0,96650,1213500,66057200.0,40.3250999451,3.54964995384,14.3009004593,0.788598001003,126.896669,37.57717666,498.067993164
V02Q1940619,3.8,15.0,28.0128472222,27.3547405449,28.3181632835,27.8952503502,23254,23700,0,5994025,28225,73000,0,108350,1463425,88348100.0,19.677400589,9.69270992279,18.5403995514,6.18943023682,126.9561104,37.54618548,488.983001709
V02Q1940609,3.9,11.0,27.8096516755,27.0430893027,27.7474997533,27.5334135772,20783,4275,0,5992275,45400,38000,0,95025,1410575,90119100.0,48.848400116,3.8854598999,9.62779998779,0.139972001314,126.9122386,37.55627539,499.361999512
V02Q1940833,4.2,8.0,28.2801818783,26.5355814594,26.9787703423,27.26484456,0,396775,0,4767900,0,0,0,80275,1305525,64737700.0,0.0,0.0,9.95013999939,2.83804011345,126.8708252,37.57131077,501.864990234
V02Q1940813,1.2,20.0,26.8718767806,26.1119290123,26.8095032051,26.597769666,6262,269400,0,6021550,0,2975,0,87250,1333000,89426000.0,0.6168410182,0.0,9.92930030823,1.9573199749,126.895956,37.55461778,500.115997314
V02Q1940854,5.7,13.0,28.1670311016,27.8003969102,28.7764409741,28.2479563287,27652,0,0,6015550,31625,56375,0,89350,1367150,89713100.0,48.9261016846,5.28037023544,9.28460979462,0.068102799356,126.905533,37.5555906,499.148986816
V02Q1941006,0.0,14.0,27.3400066138,26.7670089879,27.5245858694,27.2105338237,27900,0,0,6012425,46825,48100,0,80475,1371950,89324100.0,44.1092987061,4.39174985886,9.0704498291,0.062549598515,126.9042671,37.5552571,499.145996094
V02Q1940569,3.7,15.0,27.9181613757,26.3126151472,27.3114275771,27.1807347,18849,40725,0,5060500,0,25450,0,107400,1373225,79454000.0,35.4067993164,4.85841989517,16.9486999512,0.241286993027,126.9167554,37.56942137,499.678985596
V02Q1940520,3.9,19.0,27.9496571869,27.1951609964,27.9668874644,27.7039018826,27853,7625,0,4405000,13850,22900,0,76400,1370700,72265700.0,46.7523002625,3.32967996597,27.9559993744,2.96622991562,126.9232322,37.57822552,500.70401001
V02Q1940385,3.3,7.0,27.4456999559,26.7172066051,27.4103822412,27.1910962674,18147,10350,0,4132575,24125,24000,0,98425,1219350,66263300.0,45.543598175,3.56229996681,11.924200058,2.58370995522,126.9052856,37.57780973,494.312988281
V02Q1940463,3.4,2.0,27.8171571869,27.0649757573,27.8741859568,27.5854396337,22148,9975,0,4006375,26125,14750,0,84400,1172475,64636500.0,43.273601532,3.54196000099,13.5993003845,0.160052999854,126.9075224,37.57993688,497.433013916
V02Q1940470,3.8,8.0,27.478279321,25.7922684106,26.3743881658,26.5483119658,13004,95025,0,4609800,33175,7500,0,64550,1484850,82927500.0,38.542098999,8.91627979279,37.9519004822,4.72839021683,126.9350323,37.57800993,493.178985596
V02Q1940516,4.6,6.0,26.7869863316,26.3865432099,27.3397692354,26.8377662589,17207,94425,0,5000750,46275,0,0,173775,1568975,84403200.0,48.0242004395,3.78286004066,68.8774032593,8.00788974762,126.9543342,37.56506052,510.114013672
V02Q1940412,3.7,14.0,26.4363337743,26.0785330564,26.6009987428,26.3719551912,12567,208325,0,2574800,18050,12500,0,27825,1217175,58328000.0,34.7743988037,4.16112995148,62.364200592,10.7976999283,126.945827,37.6002927,505.058013916
V02Q1940363,3.6,7.0,26.9092236467,26.6165508951,27.2127277044,26.9128340821,11328,158650,0,4467150,35050,15025,0,64525,1451850,82326300.0,36.2341995239,3.40819001198,37.7366981506,7.84780979156,126.9343273,37.58137532,504.730987549
V02Q1940494,3.7,4.0,26.8753889186,26.6710919944,27.3830995316,26.9765268149,21492,47625,0,3904650,33325,28150,0,65950,1441200,79136100.0,37.3797988892,3.40167999268,40.779499054,2.0854101181,126.9445206,37.58744695,493.855010986
V02Q1940509,3.5,5.0,27.2780059524,26.4911495295,27.4226920379,27.0639491733,23205,54100,0,3813275,32900,22000,0,69500,1470900,79421000.0,32.3723983765,6.42885017395,45.2560005188,0.814965009689,126.9473291,37.58674357,499.82598877
V02Q1940514,4.0,3.0,26.6917294974,26.1172485077,26.5373500882,26.4487760311,14287,194850,0,3397375,30550,0,0,69900,1391150,70277500.0,37.7018013,3.20022988319,83.7035980225,9.83180046082,126.9517166,37.59197867,478.216003418
V02Q1940487,3.3,15.0,27.9245061728,27.2988610309,28.2964904925,27.8399525654,20767,4950,0,5112275,45375,36450,0,148075,1526250,85454100.0,49.1930007935,3.34892988205,47.9929008484,6.06441020966,126.9590045,37.55886948,505.25100708
V02Q1940422,3.2,7.0,26.9028505291,26.4181892567,26.8809429305,26.7339942388,5060,176300,7025,5116275,28825,0,0,106775,1471850,84211500.0,45.7421989441,3.7450799942,63.5699996948,7.47910022736,126.9464658,37.56757695,504.648010254
V02Q1940551,3.2,13.0,27.3029607584,26.5909079963,27.3082075024,27.0673587524,21977,67425,0,4456750,46675,30025,0,197925,1629925,83485500.0,41.6189994812,3.43954992294,48.935798645,3.94556999207,126.9608834,37.56877486,497.315002441
V02Q1940585,3.3,15.0,27.3985207231,26.5073344865,27.2047850298,27.0368800798,23178,71650,0,5754150,4700,73825,0,118800,1439550,86790500.0,42.0523986816,15.8885002136,57.4361991882,7.78633022308,126.946573,37.55882313,496.337005615
V02Q1940543,3.4,16.0,27.1999404762,26.6291634446,27.2975570417,27.0422203208,21307,21200,0,3637450,24950,41075,0,69575,1393250,74746900.0,27.0359992981,4.52747011185,38.1515007019,0.964129984379,126.9446623,37.59010207,498.32598877
V02Q1940592,3.7,8.0,27.1007815256,26.4168373293,27.1090645774,26.8755611441,21071,95925,0,4505000,15825,8675,0,191525,1640875,83403900.0,26.7744998932,26.0960006714,55.9995002747,7.71309995651,126.959673,37.5705585,497.502990723
V02Q1940138,3.6,20.0,27.8303694885,26.943560475,27.5266796167,27.4335365267,11763,7700,0,6303375,19125,149325,0,79550,1447150,90649800.0,42.2015991211,3.39844989777,25.057100296,5.85557985306,126.9392536,37.55763712,499.37298584
V02Q1940852,1.5,13.0,27.5501410935,26.3831513702,27.2529118721,27.0620681119,15927,99675,0,3253275,48550,5750,0,56350,1345675,68410800.0,41.6818008423,3.64745998383,46.5545005798,6.45536994934,126.9497638,37.59374035,491.598999023
OC3CL200138,3.9,4.0,25.9872332451,24.6611808947,25.7348981805,25.4611041068,14151,99175,0,2811150,23025,14750,0,37325,1302425,62902300.0,30.7828006744,2.55840992928,44.8512001038,3.09968996048,126.9500063,37.59771864,499.055999756
V02Q1940268,3.3,18.0,27.4931404321,26.6903261515,28.344171415,27.5092126662,7309,209000,0,5202625,9850,3550,0,144975,944075,87235300.0,12.7018003464,0.0,15.7025003433,2.24370002747,126.9924396,37.50661107,497.67300415
V02Q1940282,3.3,13.0,27.619375,27.030185455,27.6633828402,27.437647765,15643,132025,0,5587400,9000,6800,0,112700,913225,93565900.0,6.29374980927,20.6942005157,12.0746002197,0.361634999514,127.0058762,37.5124908,499.592987061
V02Q1940141,3.2,10.0,27.0171571869,26.4245149835,26.9915503324,26.8110741676,8946,91475,0,5217150,37025,25625,0,177875,875650,89289200.0,26.6147003174,3.53009009361,28.4682006836,8.57966995239,127.0013841,37.49760629,493.733001709
V02Q1940148,3.6,6.0,27.4295767196,27.3399384797,27.3343756783,27.3679636259,8439,67050,0,4906525,37600,22675,0,104700,952525,81656300.0,0.0,0.0,14.3756999969,0.2474540025,126.987037,37.4999898,499.105987549
V02Q1940380,3.5,10.0,27.7927647198,26.9523543278,27.4277674178,27.3909621551,11731,104100,0,4422125,18400,71300,0,44250,720700,65436700.0,27.1571006775,0.0,18.3320999146,0.256819009781,127.0409436,37.47160463,499.289001465
V02Q1940518,3.5,5.0,27.4587411817,26.6657836993,27.2863241388,27.1369496733,18414,38075,0,5843100,20725,29575,0,104775,860125,96709900.0,27.5370006561,3.0,12.3170995712,0.111101001501,127.0138565,37.51508377,499.45199585
V02Q1940144,3.8,18.0,27.7768276014,27.0202964859,27.6135900134,27.4702380336,16740,21650,0,4571450,42275,55850,0,138700,1102175,70622100.0,48.6231002808,4.07079982758,25.4626998901,4.22968006134,126.9946044,37.48255634,495.911987305
V02Q1940310,3.8,17.0,27.5967713845,26.7966328348,27.5077686049,27.3003909414,13734,30225,0,4010750,41800,47250,0,123400,1262900,65221500.0,41.4852981567,4.09184980392,25.5265007019,2.98015999794,126.9854018,37.47984859,496.808990479
V02Q1940249,3.9,14.0,27.0438117284,26.3476099749,26.8969445524,26.7627887519,11997,124850,0,4619475,19450,47325,0,138150,946100,72591300.0,22.1592998505,12.4419002533,38.6455993652,2.29286003113,127.0003298,37.48095824,500.026000977
V02Q1940068,3.7,19.0,27.8039969136,27.2216558133,27.936144943,27.6539325566,16851,0,0,4712050,25750,65525,0,149800,999025,78550600.0,38.1431999207,5.44225978851,16.2346000671,2.35946989059,126.9923309,37.4913371,501.602996826
V02Q1940308,3.8,7.0,27.4063723545,26.688392279,27.2686522814,27.1211389716,21243,950,0,4707400,13300,53050,0,97600,1058900,77890300.0,39.5862007141,10.4282999039,15.007399559,0.0142043996602,126.9868537,37.49412567,499.07800293
V02Q1940400,3.2,14.0,27.1087367725,26.3720900088,27.0561743426,26.8456670413,13776,0,0,5443825,18725,71900,10525,139875,816300,85654000.0,14.587100029,8.20141029358,23.9717998505,3.88263988495,127.0178868,37.48927413,497.121002197
V02Q1940402,2.7,7.0,28.2444587743,26.9113309761,27.5175820437,27.557790598,22550,5925,0,5903775,22125,84050,10525,130025,853750,85941800.0,6.3516201973,6.92819976807,15.986000061,0.130864992738,127.0268046,37.49130895,499.085998535
V02Q1940399,3.5,2.0,27.7610328483,27.0028480701,27.8018535246,27.521911481,10351,0,0,5340375,6025,232250,5525,154350,829675,87470000.0,37.9533004761,11.0637998581,19.1263999939,0.466598004103,127.0127403,37.49139149,498.57901001
V02Q1940427,3.1,12.0,27.4016413139,26.6487648077,27.2890552966,27.1131538061,32976,25600,0,5897275,19550,11625,10525,163950,860000,89871700.0,13.9952001572,24.2486991882,33.0147018433,4.54598999023,127.0168013,37.49974349,494.444000244
V02Q1940348,3.1,4.0,26.5563580247,25.9243838183,26.2610781156,26.2472733195,6541,206375,16500,3536300,3725,13525,0,168050,582875,50486100.0,7.62643003464,1.5,33.7626991272,6.14161014557,127.0172225,37.46022502,503.281005859
V02Q1940396,3.4,15.0,27.4031426367,26.6483690538,27.36043307,27.1373149202,10317,90100,0,5048400,22650,87550,0,168875,857050,82566200.0,34.8283996582,4.19899988174,25.1268005371,4.33068990707,127.0067934,37.48874836,496.446014404
V02Q1940201,3.8,12.0,27.609194224,26.8320569631,27.3258315797,27.2556942556,12380,16375,0,4911050,22300,181825,0,119500,763950,78152300.0,33.5555000305,5.07482004166,33.6502990723,2.61001992226,127.0130872,37.4832649,496.052001953
V02Q1940955,5.7,5.0,27.1199151235,26.7201965642,27.4818069585,27.1073062154,12059,15175,0,5143825,0,3550,0,124400,889350,86908900.0,35.7023010254,1.5,13.580499649,0.727010011673,126.9945012,37.50458059,499.292999268
OC3CL200085,2.8,1.0,26.7818276014,25.0827845046,26.5686901871,26.1444340977,29124,52675,0,5837050,0,15750,10525,115975,841100,91260300.0,10.711400032,6.36395978928,16.3486995697,1.20682001114,127.0154344,37.50205663,497.463012695
OC3CL200078,4.1,8.0,26.7349074074,25.3249034505,26.7858928494,26.2819012358,10681,4250,0,6105550,0,218875,10525,105150,862325,88059700.0,36.4832992554,19.5191993713,16.3239994049,1.12838995457,127.0268137,37.49793848,500.332000732
OC3CL200077,4.0,18.0,27.4640531305,26.5329323531,27.109365881,27.0354504549,13267,4950,0,5379975,5700,54925,0,133925,907900,92128100.0,32.5722999573,6.0,11.4008998871,0.210054993629,127.0042288,37.50623299,498.601989746
OC3CL200054,3.4,5.0,25.8849658289,24.2707812995,25.9129398418,25.3562289901,8794,88400,0,5478400,16725,99875,0,138975,882275,81883900.0,35.3573989868,7.15756988525,23.6131000519,2.32824993134,127.0373399,37.48244974,498.024993896
OC3CL200162,3.6,10.0,25.4581291548,24.969389245,24.7383627407,25.0552937135,6797,293950,7700,4327425,0,3950,0,94650,953000,65560600.0,27.1749000549,0.0,73.1958999634,7.76260995865,127.0004762,37.47467186,489.04901123
OC3CL200055,3.6,20.0,26.9671307319,26.0241719777,26.4586799081,26.4833275392,14131,71450,0,5202850,0,31225,0,150900,881550,89481900.0,7.55228996277,8.57320976257,12.8966999054,2.63309001923,127.0008701,37.50089183,496.940002441
OC3CL200056,3.8,12.0,25.3669190917,24.6405918927,24.7811264353,24.9295458066,857,352225,20600,3366125,0,9675,0,32650,1148625,45646100.0,0.502608001232,0.0,72.2573013306,6.96251010895,126.9883535,37.46248315,491.898986816
V02Q1940473,3.8,14.0,27.300936214,26.3264664888,27.1303339215,26.9192455414,29260,95875,0,5584075,19750,0,0,134700,2045925,95239300.0,16.8952999115,31.1769008636,69.7344970703,2.62270998955,127.0199202,37.55680966,504.596984863
V02Q1940636,4.2,9.0,27.0016324956,26.2121972934,27.0991087385,26.7709795092,29907,37825,0,5830875,25950,12375,0,147375,1887775,96814600.0,28.5555992126,8.69021987915,69.2592010498,8.17506980896,127.0230202,37.55227266,497.305999756
V02Q1940526,4.1,8.0,27.396585097,26.5648134504,27.2346935164,27.0653640213,24316,65625,0,6218525,29000,20925,0,137875,1652575,98154000.0,23.9447994232,32.4896011353,24.14909935,7.90390014648,127.0215794,37.54698492,493.089996338
V02Q1940156,3.8,16.0,27.2722409612,27.1967291274,28.1890545951,27.5526748945,13710,45800,4350,4805200,9375,62400,0,118950,2293650,95507800.0,39.2700996399,5.23566007614,13.0314998627,0.810284972191,127.0455215,37.56667486,498.32800293
V02Q1940590,4.0,11.0,28.5970584046,27.1805738166,28.0418563034,27.9398295082,11293,64350,4350,4929650,29875,5450,10750,102200,2186450,93717500.0,53.0937004089,8.10006999969,15.5816001892,1.11180996895,127.0484251,37.56072357,498.856994629
V02Q1940502,4.0,4.0,27.1038425926,26.4538629349,27.6445779722,27.0674278332,17493,8525,0,5988075,8000,61850,62425,102550,1623750,101753000.0,32.1893005371,7.02170991898,13.529999733,0.191287994385,127.049564,37.54081481,499.20300293
V02Q1940545,3.8,6.0,27.6170149912,26.3202374169,27.7305567426,27.2226030502,9550,53550,0,5738375,9725,88625,50275,86250,1764075,99707000.0,33.7610015869,3.5371799469,11.1702003479,0.315555006266,127.0436415,37.5463061,498.979003906
V02Q1940556,3.9,1.0,27.2668617725,26.4541187362,27.1151700229,26.9453835105,15375,8525,0,6031525,0,136475,71025,132625,1601250,102121000.0,32.9802017212,13.5748996735,12.9657001495,0.248287007213,127.0546753,37.54024156,499.089996338
V02Q1940594,3.8,15.0,28.2149305556,27.4486703805,28.4624958452,28.0420322604,11627,117025,0,5587400,10250,93350,75875,124600,1749575,94994000.0,51.7162017822,4.46692991257,12.3447999954,0.205538004637,127.0538775,37.54923179,499.135009766
V02Q1940503,4.0,3.0,27.6498291446,26.8475524707,27.6146569326,27.370679516,14808,125825,0,5217725,29775,13675,11300,137850,1643600,85930000.0,26.9531993866,5.18652009964,17.821100235,1.44983005524,127.0688982,37.55401067,498.846008301
V02Q1940617,4.0,8.0,27.6938073192,26.8655914225,27.6211463074,27.3935150164,18348,68625,0,6371900,15450,10875,0,125450,1544050,102116000.0,9.86973953247,5.68000984192,13.1267995834,1.21387994289,127.0163706,37.5419721,499.541992188
V02Q1940616,4.0,17.0,26.8758498677,26.9534879935,27.8714540706,27.2335973106,27286,11425,0,5341725,39450,44475,0,124575,2257875,98216300.0,39.7093009949,3.99325990677,26.8183994293,2.48591995239,127.0308353,37.56044317,499.940002441
V02Q1940563,3.9,3.0,27.4983090829,26.8159215168,27.7223136624,27.345514754,25050,6050,0,5184000,15400,109725,0,120000,2245025,97542700.0,38.6716995239,7.85433006287,28.8787994385,2.2505300045,127.0314397,37.56412983,497.907989502
V02Q1940603,4.1,14.0,27.426366843,26.6021235246,27.5664155443,27.1983019707,14344,14400,0,4901950,24950,103325,10750,107825,2143200,92417300.0,18.3225002289,3.76471996307,11.0748996735,1.39415001869,127.0559644,37.56336834,499.183013916
V02Q1940639,4.1,2.0,27.8271373457,26.8794521605,27.9349227547,27.5471707536,15073,206200,0,5481075,33775,4550,3800,103875,1921525,96620800.0,21.1205997467,3.50101995468,24.2373008728,4.14229011536,127.0329741,37.54960389,498.45098877
V02Q1940644,4.3,7.0,26.7973899403,26.2699620133,27.1276943042,26.7316820859,18794,23625,0,5160800,9200,108000,0,114550,2280500,98428800.0,39.0152015686,8.36542987823,23.8927001953,1.83455002308,127.034603,37.56119718,501.024993896
V02Q1940504,4.2,1.0,27.6515454145,26.8225872738,27.7113933405,27.3951753429,35657,15975,0,5402700,37650,24850,0,144000,2236800,98026800.0,16.9405002594,18.4634990692,35.5158996582,3.97950005531,127.0289608,37.55905889,498.774993896
V02Q1940607,3.0,11.0,27.3973126102,26.7041773504,27.6564677529,27.2526525712,15238,31275,0,5087675,11175,71350,0,108800,2234850,96302600.0,4.40590000153,0.0,17.1646995544,0.659950017929,127.0385527,37.55887111,499.389007568
V02Q1940615,3.8,10.0,27.0745478904,26.2502854938,27.4745546275,26.9331293372,36955,86550,0,5591125,21425,2575,0,154325,2094425,96801000.0,23.1471004486,25.9808006287,71.8877029419,4.30796003342,127.0241481,37.55783854,498.070007324
V02Q1940642,4.6,17.0,27.4840784832,26.6848180369,27.4913669278,27.220087816,7034,52600,0,4665700,0,132875,10750,133700,1941100,83869900.0,1.28267002106,3.46409988403,11.6745996475,0.277900993824,127.0643391,37.56021552,499.493988037
V02Q1940670,4.1,3.0,28.0001047178,27.1792236467,28.0429865428,27.7407716358,17176,16350,0,6098425,21500,58875,57250,96725,1561725,103062000.0,29.2900009155,3.33011007309,13.6838998795,0.13467900455,127.0498732,37.53927918,499.226013184
V02Q1940454,4.4,2.0,27.5064704586,26.829258288,27.6126243201,27.3161176889,6937,47875,0,4849050,2950,95325,10750,136625,2048750,88828300.0,28.8069000244,21.2131996155,12.2086000443,0.651575028896,127.0590525,37.56101387,499.736999512
V02Q1940828,4.0,5.0,27.5710582011,26.6676195564,27.6339206434,27.2908661336,15601,44150,4350,5047050,14700,55350,0,113250,2266275,95709900.0,44.912399292,2.5237300396,25.1856994629,2.24338006973,127.0396888,37.56133205,501.300994873
V02Q1940261,3.4,3.0,27.6055092593,26.8137844717,27.9147394349,27.444677722,11844,78950,0,5512625,23775,91600,50750,80425,1874875,95759800.0,49.6628990173,13.5535001755,12.2056999207,0.198320001364,127.0497702,37.54980884,499.109008789
V02Q1940735,4.0,13.0,27.6817504409,26.8957682981,27.9668466179,27.5147884523,21365,9500,0,4951400,31300,65625,0,117750,2328450,97765700.0,24.0813999176,3.23340010643,22.9370994568,1.70190000534,127.0336607,37.56840651,499.553009033
V02Q1940112,4.1,13.0,27.9570921517,26.9772557612,28.0258405638,27.6533961589,16883,123525,0,5005200,18200,35925,0,146850,1655900,82516700.0,41.501499176,1.84651005268,14.6219997406,1.00032997131,127.0711935,37.55650451,498.489013672
V02Q1940491,4.3,5.0,27.9376311728,27.0363732872,27.8130335945,27.5956793515,15745,33500,0,4756925,17225,48975,0,124325,2317050,95171900.0,9.18295001984,0.0,11.4572000504,1.47183001041,127.048139,37.568251,499.761993408
V02Q1940623,4.0,12.0,27.6761816578,26.871367691,27.7055722403,27.4177071964,17422,63075,4350,4953075,24150,48850,0,115300,2294275,96120700.0,22.164899826,6.01668977737,18.9519996643,2.04778003693,127.039493,37.56371986,497.32699585
V02Q1940739,4.1,1.0,27.0252921076,26.2766692952,27.0578937344,26.786618379,26249,34450,0,6114375,24325,23375,0,130025,1674325,97679600.0,18.3910999298,3.27516007423,43.2597007751,11.1925001144,127.0196088,37.54976209,508.936004639
V02Q1940870,4.1,20.0,27.6968772046,26.8764027099,27.9050880678,27.4927893274,12285,164775,0,6141675,27000,36825,40100,75250,1584125,104748000.0,48.4841995239,2.97158002853,13.8107004166,0.993067026138,127.0468807,37.53810274,499.208007812
V02Q1940588,4.1,5.0,27.5777535273,26.7190705899,27.701527269,27.3327837954,6993,84075,0,5077625,0,21250,14350,93075,2190975,92947700.0,0.803977012634,0.0,17.0301990509,4.31986999512,127.0508266,37.55818867,497.040008545
V02Q1940441,4.1,1.0,27.6396704145,26.7576424964,27.8070642436,27.4014590515,16567,32875,0,5135350,9675,57925,0,108800,2232300,96964800.0,16.2182998657,6.06960010529,17.9778003693,0.918677985668,127.0376945,37.55837233,497.542999268
V02Q1940738,4.1,8.0,27.3394510582,26.4697853073,27.4348726042,27.0813696566,28791,35975,0,5897200,34200,23675,0,133475,1788775,96984700.0,43.7274017334,9.59836959839,57.0694999695,3.33878993988,127.0215542,37.55137214,505.450012207
V02Q1940367,3.4,3.0,27.9747751323,27.1076158718,28.0893575984,27.7239162008,27445,100625,0,5713925,7175,0,0,142425,1970150,96002200.0,43.3475990295,5.26921987534,64.1292037964,5.06699991226,127.0200998,37.55439478,503.815002441
V02Q1940758,4.0,5.0,30.1355680482,28.4759974079,27.888912037,28.8334924977,25530,2925,0,5315275,37375,69525,0,120650,2250675,97961300.0,45.8333015442,3.38577008247,22.1182003021,1.5531899929,127.0316064,37.56011949,498.864013672
V02Q1940270,4.1,7.0,27.9901664462,27.1132005649,27.9223177825,27.6752282645,14407,4450,0,5682725,6175,148325,50275,83650,1795425,98371500.0,49.0248985291,13.5752000809,12.0559997559,0.440252989531,127.0467402,37.54728698,499.42300415
V02Q1940842,4.2,7.0,27.6185251323,26.4822786935,27.8346821234,27.3118286497,23261,129475,0,5335150,6125,9250,7400,105200,2037175,96766600.0,19.4309005737,4.39155006409,13.8072004318,4.2167801857,127.0355848,37.55214248,503.29800415
V02Q1940258,3.5,14.0,27.2927303792,26.534047249,27.3618081276,27.0628619186,30323,30450,0,5302975,29650,32950,0,118075,2237025,97474500.0,27.9829998016,11.5625,46.8149986267,5.83542013168,127.0284354,37.562998,500.851013184
V02Q1940871,4.0,20.0,28.071622575,27.1292493386,28.1666748992,27.7891822709,14579,28775,0,4833050,9525,88350,0,133075,2342175,96222300.0,45.5956001282,4.26738023758,17.1119995117,0.406836986542,127.037106,37.57114665,498.680999756
V02Q1940868,4.1,14.0,28.0165950176,27.1855703941,28.0973687848,27.7665113988,9642,62050,0,4997975,9900,28125,10750,99375,2170225,92837800.0,31.8920993805,3.58569002151,14.4408998489,0.789982020855,127.0528535,37.56051284,498.319000244
V02Q1940627,3.6,19.0,28.044039903,27.2327460657,28.0571569596,27.7779809761,14679,122850,0,5310875,35075,13500,19975,152725,1671900,88074200.0,52.5407981873,2.56646990776,12.709400177,0.738530993462,127.0673796,37.55181934,499.54800415
V02Q1940753,4.0,13.0,27.6011044974,26.8300167888,27.7868536864,27.4059916575,26359,83925,0,5704475,23950,8725,3800,144800,1870250,97389300.0,28.851600647,3.92048001289,20.6737995148,2.67928004265,127.0266557,37.54936466,499.562011719
V02Q1940866,3.4,12.0,27.5569433422,26.669917328,27.5559106865,27.2609237856,33795,10100,0,5404000,18000,20300,0,135975,2182675,98068600.0,31.2059001923,16.5226993561,33.7238998413,5.3814997673,127.0296494,37.5580386,499.213012695
V02Q1940263,3.3,10.0,27.6710030864,26.8473669155,27.6129584305,27.3771094775,7103,52400,0,4677125,0,130600,10750,140050,2005800,86258200.0,7.81807994843,11.6423997879,12.3362998962,0.462300002575,127.0627473,37.56087438,499.660003662
V02Q1940733,4.1,18.0,27.4054188713,26.5176995998,27.3444598226,27.0891927645,8150,87700,0,5655025,24150,116050,76075,147425,1725575,94466200.0,27.6187992096,4.43228006363,12.6870002747,0.220110997558,127.0565978,37.54818971,499.040985107
V02Q1940496,3.8,19.0,27.7981294092,26.9185188269,27.9312006281,27.5492829547,12398,0,0,6030675,12450,133300,62650,144725,1536700,102048000.0,29.7877006531,4.26614999771,13.1422996521,0.197889000177,127.0597607,37.53877565,499.218994141
V02Q1940744,3.7,19.0,27.3011397707,26.5882592253,27.4037620404,27.0977203455,11962,8525,0,5792900,0,172875,81625,132325,1673300,98238200.0,32.2905006409,6.69540977478,12.0253000259,0.0930057987571,127.0531118,37.54475143,499.165008545
